42.5354, 12.9548, 1.85903, 0
42.6854, 12.8048, 1.54487, 0
42.8354, 12.6548, 1.23071, 0
42.9854, 12.5048, 0.916552, 0
43.1354, 12.3548, 0.602393, 0
43.2854, 12.25, 0.288234, 0
43.4354, 12.25, 0, 0
43.5854, 12.1, 0.314159, 0
43.7354, 11.9548, 0, 0
43.8854, 11.8048, -0.314159, 0
44.0354, 11.9548, 0, 0
44.1854, 12.1048, 0, 0
44.3354, 12.2548, 0.314159, 0
44.4854, 12.25, 0, 0
44.5354, 12.4, 0.314159, 0
44.6854, 12.25, 0, 0
44.8354, 12.25, 0, 0
44.9854, 12.1, -0.314159, 0
45.1354, 11.9548, -0.628319, 0
45.2854, 11.9548, -0.942478, 0
45.4354, 12.1048, -0.628319, 0
45.5354, 12.2548, -0.942478, 0
45.6854, 12.25, -0.628319, 0
45.8354, 12.25, -0.314159, 0
45.9854, 12.1, -0.628319, 0
46.1354, 12.25, -0.314159, 0
46.2854, 12.25, -1.11022e-16, 0
46.4354, 12.1, -0.15708, 0
46.5854, 12.25, 0, 0
46.7354, 12.25, 0, 0
46.8854, 12.25, 0, 0
47.0354, 12.25, 0, 0
47.1854, 12.25, 0, 0
47.3354, 12.25, 0, 0
47.4854, 12.25, 0, 0
47.6354, 12.25, 0, 0
47.7854, 12.25, 0, 0
47.9354, 12.25, 0, 0
48.0854, 12.25, 0, 0
48.25, 12.25, 0, 0
